"Day","State","Daily mobility"
2020-05-18,"RP",-7
2020-05-19,"RP",-6.77
2020-05-20,"RP",-4.09
2020-05-21,"RP",-4.31
2020-05-22,"RP",-13.81
2020-05-23,"RP",-13.99
2020-05-24,"RP",-12.93
2020-05-25,"RP",-7.07
2020-05-26,"RP",-5.7
2020-05-27,"RP",-6.62
2020-05-28,"RP",-3.57
2020-05-29,"RP",-2.01
2020-05-30,"RP",3.65
2020-05-31,"RP",5.62
2020-06-01,"RP",8.5
2020-06-02,"RP",-4.21
2020-06-03,"RP",-7.73
2020-06-04,"RP",-11.21
2020-06-05,"RP",-9.94
2020-06-06,"RP",-10.99
2020-06-07,"RP",-13.42
2020-06-08,"RP",-4.56
2020-06-09,"RP",-6.05
2020-06-10,"RP",-2.69
2020-06-11,"RP",-2.72
2020-06-12,"RP",-5.5
2020-06-13,"RP",-4.08
2020-06-14,"RP",-19.88
2020-06-15,"RP",-6.24
2020-06-16,"RP",-5.31
2020-06-17,"RP",-7.04
2020-06-18,"RP",-3.16
2020-06-19,"RP",-2.26
2020-06-20,"RP",-3.01
2020-06-21,"RP",-0.18
2020-06-22,"RP",-3.55
2020-06-23,"RP",-1.58
2020-06-24,"RP",-2.19
2020-06-25,"RP",-4.72
2020-06-26,"RP",-6.37
2020-06-27,"RP",-3.79
2020-06-28,"RP",-8.81
2020-06-29,"RP",-2.43
2020-06-30,"RP",-1.81
2020-07-01,"RP",7.39
2020-07-02,"RP",7.73
2020-07-03,"RP",10.2
2020-07-04,"RP",3.75
2020-07-05,"RP",0.75
2020-07-06,"RP",-0.09
2020-07-07,"RP",1.51
2020-07-08,"RP",-3.63
2020-07-09,"RP",2.56
2020-07-10,"RP",0.41
2020-07-11,"RP",2.71
2020-07-12,"RP",7.96
2020-07-13,"RP",-1.73
2020-07-14,"RP",-1.87
2020-07-15,"RP",-3.75
2020-07-16,"RP",-4.05
2020-07-17,"RP",-0.12
2020-07-18,"RP",1.43
2020-07-19,"RP",7.26
2020-07-20,"RP",-1.69
2020-07-21,"RP",-13.27
2020-07-22,"RP",-0.44
2020-07-23,"RP",1.29
2020-07-24,"RP",-0.77
2020-07-25,"RP",-0.48
2020-07-26,"RP",-2.99
2020-07-27,"RP",-4.01
2020-07-28,"RP",-4.09
2020-07-29,"RP",-2.38
2020-07-30,"RP",-0.53
2020-07-31,"RP",-1.17
2020-08-01,"RP",-7.98
2020-08-02,"RP",-7.52
2020-08-03,"RP",-10.36
2020-08-04,"RP",-8.7
2020-08-05,"RP",-2.44
2020-08-06,"RP",-0.94
2020-08-07,"RP",-5.12
2020-08-08,"RP",-2.77
2020-08-09,"RP",-5.96
2020-08-10,"RP",-3.9
2020-08-11,"RP",-5.06
2020-08-12,"RP",-3.86
2020-08-13,"RP",-0.95
2020-08-14,"RP",-2.43
2020-08-15,"RP",1.67
2020-08-16,"RP",0.82
2020-08-17,"RP",7.42
2020-08-18,"RP",5.96
2020-08-19,"RP",7.42
2020-08-20,"RP",9.33
2020-08-21,"RP",5.79
2020-08-22,"RP",2.11
2020-08-23,"RP",-0.85
2020-08-24,"RP",5.42
2020-08-25,"RP",-0.48
2020-08-26,"RP",-0.33
2020-08-27,"RP",8.8
2020-08-28,"RP",5.27
2020-08-29,"RP",7.15
2020-08-30,"RP",-0.92
2020-08-31,"RP",8.93
2020-09-01,"RP",7.68
2020-09-02,"RP",6.96
2020-09-03,"RP",7.3
2020-09-04,"RP",8.26
2020-09-05,"RP",7.25
2020-09-06,"RP",9.46
2020-09-07,"RP",10.14
2020-09-08,"RP",9.2
2020-09-09,"RP",9.6
2020-09-10,"RP",7.1
2020-09-11,"RP",8.74
2020-09-12,"RP",10.65
2020-09-13,"RP",15.13
2020-09-14,"RP",10.99
2020-09-15,"RP",10.35
2020-09-16,"RP",9.38
2020-09-17,"RP",10.85
2020-09-18,"RP",11.24
2020-09-19,"RP",12.75
2020-09-20,"RP",15.24
2020-09-21,"RP",12.91
2020-09-22,"RP",11.12
2020-09-23,"RP",9.5
2020-09-24,"RP",10.22
2020-09-25,"RP",7.4
2020-09-26,"RP",0.47
2020-09-27,"RP",-3.34
2020-09-28,"RP",10.53
2020-09-29,"RP",5.95
2020-09-30,"RP",10.29
2020-10-01,"RP",6.72
2020-10-02,"RP",14.58
2020-10-03,"RP",15.33
2020-10-04,"RP",6.12
2020-10-05,"RP",7.88
2020-10-06,"RP",9.49
2020-10-07,"RP",3.08
2020-10-08,"RP",-2.12
2020-10-09,"RP",3.87
2020-10-10,"RP",3.13
2020-10-11,"RP",1.58
2020-10-12,"RP",-5.09
2020-10-13,"RP",-1.63
2020-10-14,"RP",-3.94
2020-10-15,"RP",-8.64
2020-10-16,"RP",-4.39
2020-10-17,"RP",-4.09
2020-10-18,"RP",0.84
2020-10-19,"RP",-4.4
2020-10-20,"RP",-4.33
2020-10-21,"RP",-2.68
2020-10-22,"RP",-6.76
2020-10-23,"RP",-6.51
2020-10-24,"RP",-4.54
2020-10-25,"RP",-2.28
2020-10-26,"RP",0.75
2020-10-27,"RP",2.86
2020-10-28,"RP",0.78
2020-10-29,"RP",-6.47
2020-10-30,"RP",-1.02
2020-10-31,"RP",-4.8
2020-11-01,"RP",-20.02
2020-11-02,"RP",-4.26
2020-11-03,"RP",-2.89
2020-11-04,"RP",-2.13
2020-11-05,"RP",-3.1
2020-11-06,"RP",-7.03
2020-11-07,"RP",-13.83
2020-11-08,"RP",-15.14
2020-11-09,"RP",-5.96
2020-11-10,"RP",-8.07
2020-11-11,"RP",-9.52
2020-11-12,"RP",-8.22
2020-11-13,"RP",-12.99
2020-11-14,"RP",-17.57
2020-11-15,"RP",-16.13
2020-11-16,"RP",-10.11
2020-11-17,"RP",-11.77
2020-11-18,"RP",-10.98
2020-11-19,"RP",-13.47
2020-11-20,"RP",-8.03
2020-11-21,"RP",-15.57
2020-11-22,"RP",-27.73
2020-11-23,"RP",-4.47
2020-11-24,"RP",-5.2
2020-11-25,"RP",-7.33
2020-11-26,"RP",-3.28
2020-11-27,"RP",-3.73
2020-11-28,"RP",-14.6
2020-11-29,"RP",-28.37
2020-11-30,"RP",-11.05
2020-12-01,"RP",-4.75
2020-12-02,"RP",-13.45
2020-12-03,"RP",-15
2020-12-04,"RP",NA
2020-12-05,"RP",NA
2020-12-06,"RP",NA
2020-12-07,"RP",NA
2020-12-08,"RP",4.25
2020-12-09,"RP",-6.16
2020-12-10,"RP",-10.07
2020-12-11,"RP",-0.66
2020-12-12,"RP",-21.49
2020-12-13,"RP",-27.08
2020-12-14,"RP",-5.25
2020-12-15,"RP",8.08
2020-12-16,"RP",-20.18
2020-12-17,"RP",-19.27
2020-12-18,"RP",-16.33
2020-12-19,"RP",-22.29
2020-12-20,"RP",-28.67
2020-12-21,"RP",-17.19
2020-12-22,"RP",-11.39
2020-12-23,"RP",-25.63
2020-12-24,"RP",-40.74
2020-12-25,"RP",-12.77
2020-12-26,"RP",-18.04
2020-12-27,"RP",-31.46
2020-12-28,"RP",-30.17
2020-12-29,"RP",-21.27
2020-12-30,"RP",-26.58
2020-12-31,"RP",-44.95
2021-01-01,"RP",-10.49
2021-01-02,"RP",-23.24
2021-01-03,"RP",-18.35
2021-01-04,"RP",-21.87
2021-01-05,"RP",-21.27
2021-01-06,"RP",-17.67
2021-01-07,"RP",-17.03
2021-01-08,"RP",-19.08
2021-01-09,"RP",-15.98
2021-01-10,"RP",-4.48
2021-01-11,"RP",-16.24
2021-01-12,"RP",-22.35
2021-01-13,"RP",-14.63
2021-01-14,"RP",-13.9
2021-01-15,"RP",-13.8
2021-01-16,"RP",-17.81
2021-01-17,"RP",-15.11
2021-01-18,"RP",-16.6
2021-01-19,"RP",-18.3
2021-01-20,"RP",-10.3
2021-01-21,"RP",-13.04
2021-01-22,"RP",-14.96
2021-01-23,"RP",-16.82
2021-01-24,"RP",-16.59
2021-01-25,"RP",-17.04
2021-01-26,"RP",-16.08
2021-01-27,"RP",-15.03
2021-01-28,"RP",-13.69
2021-01-29,"RP",-12.2
2021-01-30,"RP",-19.42
2021-01-31,"RP",-10.98
2021-02-01,"RP",-13.79
2021-02-02,"RP",-13.51
2021-02-03,"RP",-17.5
2021-02-04,"RP",-9.07
2021-02-05,"RP",-15.83
2021-02-06,"RP",-20.11
2021-02-07,"RP",-25.83
2021-02-08,"RP",-17.03
2021-02-09,"RP",-16.74
2021-02-10,"RP",-18.65
2021-02-11,"RP",-14.05
2021-02-12,"RP",-15.76
2021-02-13,"RP",-13.74
2021-02-14,"RP",-8.66
2021-02-15,"RP",-20.25
2021-02-16,"RP",-11.31
2021-02-17,"RP",-13.84
2021-02-18,"RP",-11.19
2021-02-19,"RP",-10.37
2021-02-20,"RP",-4.21
2021-02-21,"RP",11.47
2021-02-22,"RP",-7.68
2020-01-01,"SL",3.97
2020-01-02,"SL",-14.47
2020-01-03,"SL",-13.42
2020-01-04,"SL",0.13
2020-01-05,"SL",4.72
2020-01-06,"SL",3.69
2020-01-07,"SL",2.88
2020-01-08,"SL",8.74
2020-01-09,"SL",7.23
2020-01-10,"SL",7.25
2020-01-11,"SL",8.18
2020-01-12,"SL",6.26
2020-01-13,"SL",4.59
2020-01-14,"SL",3.31
2020-01-15,"SL",12.65
2020-01-16,"SL",10.67
2020-01-17,"SL",8.8
2020-01-18,"SL",8.1
2020-01-19,"SL",10.77
2020-01-20,"SL",5.86
2020-01-21,"SL",5.25
2020-01-22,"SL",16.17
2020-01-23,"SL",6.68
2020-01-24,"SL",7.14
2020-01-25,"SL",5.85
2020-01-26,"SL",11.18
2020-01-27,"SL",2.17
2020-01-28,"SL",1.54
2020-01-29,"SL",14.25
2020-01-30,"SL",14.18
2020-01-31,"SL",11.76
2020-02-01,"SL",5.74
2020-02-02,"SL",-0.21
2020-02-03,"SL",8.44
2020-02-04,"SL",7.08
2020-02-05,"SL",7.83
2020-02-06,"SL",7.86
2020-02-07,"SL",5.57
2020-02-08,"SL",4.95
2020-02-09,"SL",-8.49
2020-02-10,"SL",-6.69
2020-02-11,"SL",9.39
2020-02-12,"SL",2.51
2020-02-13,"SL",3.91
2020-02-14,"SL",5.03
2020-02-15,"SL",3.27
2020-02-16,"SL",2.44
2020-02-17,"SL",-5.07
2020-02-18,"SL",-3.91
2020-02-19,"SL",-6.59
2020-02-20,"SL",-5.27
2020-02-21,"SL",-7.16
2020-02-22,"SL",0.83
2020-02-23,"SL",-2.23
2020-02-24,"SL",-18.88
2020-02-25,"SL",-10.07
2020-02-26,"SL",-1.73
2020-02-27,"SL",-3.48
2020-02-28,"SL",3.2
2020-02-29,"SL",0.53
2020-03-01,"SL",-0.72
2020-03-02,"SL",7.02
2020-03-03,"SL",5.75
2020-03-04,"SL",1.87
2020-03-05,"SL",-0.84
2020-03-06,"SL",1.33
2020-03-07,"SL",2.02
2020-03-08,"SL",2.33
2020-03-09,"SL",9.31
2020-03-10,"SL",-0.16
2020-03-11,"SL",0.59
2020-03-12,"SL",-1.06
2020-03-13,"SL",0.04
2020-03-14,"SL",-11.95
2020-03-15,"SL",-5.96
2020-03-16,"SL",-7.75
2020-03-17,"SL",-16.88
2020-03-18,"SL",-24.57
2020-03-19,"SL",-28.71
2020-03-20,"SL",-29.19
2020-03-21,"SL",-54.2
2020-03-22,"SL",-48.63
2020-03-23,"SL",-36
2020-03-24,"SL",-38.9
2020-03-25,"SL",-39.62
2020-03-26,"SL",-40.12
2020-03-27,"SL",-37.97
2020-03-28,"SL",-38.38
2020-03-29,"SL",-50.43
2020-03-30,"SL",-32.45
2020-03-31,"SL",-35.88
2020-04-01,"SL",-33.86
2020-04-02,"SL",-32.58
2020-04-03,"SL",-35.98
2020-04-04,"SL",-36.11
2020-04-05,"SL",-35.64
2020-04-06,"SL",-32.22
2020-04-07,"SL",-34.98
2020-04-08,"SL",-30.24
2020-04-09,"SL",-28.58
2020-04-10,"SL",-36.35
2020-04-11,"SL",-28.42
2020-04-12,"SL",-32.68
2020-04-13,"SL",-41.36
2020-04-14,"SL",-30.45
2020-04-15,"SL",-26.83
2020-04-16,"SL",-26.99
2020-04-17,"SL",-27.52
2020-04-18,"SL",-29.75
2020-04-19,"SL",-28.39
2020-04-20,"SL",-24.65
2020-04-21,"SL",-24.45
2020-04-22,"SL",-20.02
2020-04-23,"SL",-21.49
2020-04-24,"SL",-23.33
2020-04-25,"SL",-23.14
2020-04-26,"SL",-23.86
2020-04-27,"SL",-21.72
2020-04-28,"SL",-26.49
2020-04-29,"SL",-20.91
2020-04-30,"SL",-18
2020-05-01,"SL",-42.87
2020-05-02,"SL",-20.38
2020-05-03,"SL",-27.25
2020-05-04,"SL",-15.26
2020-05-05,"SL",-15.87
2020-05-06,"SL",-16.47
2020-05-07,"SL",-16.02
2020-05-08,"SL",-15.32
2020-05-09,"SL",-16.77
2020-05-10,"SL",-15.45
2020-05-11,"SL",-22.03
2020-05-12,"SL",-13.89
2020-05-13,"SL",-16.26
2020-05-14,"SL",-13.26
2020-05-15,"SL",-11.72
2020-05-16,"SL",-10.07
2020-05-17,"SL",-13.96
2020-05-18,"SL",-7.58
2020-05-19,"SL",-7.75
2020-05-20,"SL",-5.33
2020-05-21,"SL",-4.95
2020-05-22,"SL",-15.26
2020-05-23,"SL",-16.05
2020-05-24,"SL",-12.79
2020-05-25,"SL",-7.22
2020-05-26,"SL",-6.65
2020-05-27,"SL",-7.47
2020-05-28,"SL",-5.25
2020-05-29,"SL",-4.04
2020-05-30,"SL",-0.35
2020-05-31,"SL",-4.93
2020-06-01,"SL",4.74
2020-06-02,"SL",-6.11
2020-06-03,"SL",-9.75
2020-06-04,"SL",-12.37
2020-06-05,"SL",-12.72
2020-06-06,"SL",-11.31
2020-06-07,"SL",-16.29
2020-06-08,"SL",-7.78
2020-06-09,"SL",-8.5
2020-06-10,"SL",-6.14
2020-06-11,"SL",-7.47
2020-06-12,"SL",-10.69
2020-06-13,"SL",-9.6
2020-06-14,"SL",-21.51
2020-06-15,"SL",-7.87
2020-06-16,"SL",-5.84
2020-06-17,"SL",-11.84
2020-06-18,"SL",-6.46
2020-06-19,"SL",-5.37
2020-06-20,"SL",-4.44
2020-06-21,"SL",-6.73
2020-06-22,"SL",-5.46
2020-06-23,"SL",-4.56
2020-06-24,"SL",-6.68
2020-06-25,"SL",-7.96
2020-06-26,"SL",-11.17
2020-06-27,"SL",-7
2020-06-28,"SL",-14.85
2020-06-29,"SL",-5.91
2020-06-30,"SL",-5.26
2020-07-01,"SL",4.04
2020-07-02,"SL",3.81
2020-07-03,"SL",4.04
2020-07-04,"SL",-1.41
2020-07-05,"SL",-7.97
2020-07-06,"SL",-4.15
2020-07-07,"SL",-2.94
2020-07-08,"SL",-5.79
2020-07-09,"SL",-2.86
2020-07-10,"SL",-4.83
2020-07-11,"SL",-4.06
2020-07-12,"SL",-0.13
2020-07-13,"SL",-6.67
2020-07-14,"SL",-5.9
2020-07-15,"SL",-8.95
2020-07-16,"SL",-9.89
2020-07-17,"SL",-6.6
2020-07-18,"SL",-6.58
2020-07-19,"SL",-2.91
2020-07-20,"SL",-8.11
2020-07-21,"SL",-18.6
2020-07-22,"SL",-7.15
2020-07-23,"SL",-6.4
2020-07-24,"SL",-7.77
2020-07-25,"SL",-7.94
2020-07-26,"SL",-10.98
2020-07-27,"SL",-9.69
2020-07-28,"SL",-10.32
2020-07-29,"SL",-8.2
2020-07-30,"SL",-7.35
2020-07-31,"SL",-8.09
2020-08-01,"SL",-11.88
2020-08-02,"SL",-10.09
2020-08-03,"SL",-13.81
2020-08-04,"SL",-13.74
2020-08-05,"SL",-8.27
2020-08-06,"SL",-3.86
2020-08-07,"SL",-8.25
2020-08-08,"SL",-5.02
2020-08-09,"SL",-7.14
2020-08-10,"SL",-5.84
2020-08-11,"SL",-7.64
2020-08-12,"SL",-8.96
2020-08-13,"SL",-1.62
2020-08-14,"SL",-1.32
2020-08-15,"SL",16.04
2020-08-16,"SL",-0.61
2020-08-17,"SL",9.5
2020-08-18,"SL",4.5
2020-08-19,"SL",4.66
2020-08-20,"SL",8.65
2020-08-21,"SL",4.83
2020-08-22,"SL",1.29
2020-08-23,"SL",-0.73
2020-08-24,"SL",5.2
2020-08-25,"SL",0.78
2020-08-26,"SL",0.07
2020-08-27,"SL",9.26
2020-08-28,"SL",7.13
2020-08-29,"SL",4.05
2020-08-30,"SL",-5.5
2020-08-31,"SL",7.33
2020-09-01,"SL",5.73
2020-09-02,"SL",4.12
2020-09-03,"SL",5.08
2020-09-04,"SL",5.36
2020-09-05,"SL",3.12
2020-09-06,"SL",5.48
2020-09-07,"SL",4.3
2020-09-08,"SL",5.31
2020-09-09,"SL",4.26
2020-09-10,"SL",0.29
2020-09-11,"SL",3.78
2020-09-12,"SL",3.66
2020-09-13,"SL",8.71
2020-09-14,"SL",3.67
2020-09-15,"SL",4.41
2020-09-16,"SL",3.57
2020-09-17,"SL",7.11
2020-09-18,"SL",6.8
2020-09-19,"SL",6.48
2020-09-20,"SL",9.11
2020-09-21,"SL",5.88
2020-09-22,"SL",6.84
2020-09-23,"SL",4.22
2020-09-24,"SL",4.73
2020-09-25,"SL",3.03
2020-09-26,"SL",-2.21
2020-09-27,"SL",-8.49
2020-09-28,"SL",4.05
2020-09-29,"SL",5.25
2020-09-30,"SL",7.42
2020-10-01,"SL",6.37
2020-10-02,"SL",12.85
2020-10-03,"SL",2.24
2020-10-04,"SL",3.97
2020-10-05,"SL",5.73
2020-10-06,"SL",5.46
2020-10-07,"SL",1.36
2020-10-08,"SL",-1.33
2020-10-09,"SL",3.83
2020-10-10,"SL",1.01
2020-10-11,"SL",-2.83
2020-10-12,"SL",-6.32
2020-10-13,"SL",-6.28
2020-10-14,"SL",-8.16
2020-10-15,"SL",-9.73
2020-10-16,"SL",-6.02
2020-10-17,"SL",-6.44
2020-10-18,"SL",-6.02
2020-10-19,"SL",-6.44
2020-10-20,"SL",-7.62
2020-10-21,"SL",-8
2020-10-22,"SL",-10.27
2020-10-23,"SL",-9.04
2020-10-24,"SL",-9.55
2020-10-25,"SL",-10.79
2020-10-26,"SL",1.95
2020-10-27,"SL",1.48
2020-10-28,"SL",-0.59
2020-10-29,"SL",-4.01
2020-10-30,"SL",0.91
2020-10-31,"SL",-3.83
2020-11-01,"SL",-17.78
2020-11-02,"SL",-3.78
2020-11-03,"SL",-3.82
2020-11-04,"SL",-1.48
2020-11-05,"SL",-2.93
2020-11-06,"SL",-7.44
2020-11-07,"SL",-13.05
2020-11-08,"SL",-13.08
2020-11-09,"SL",-5.53
2020-11-10,"SL",-7.23
2020-11-11,"SL",-7.27
2020-11-12,"SL",-7.12
2020-11-13,"SL",-12.17
2020-11-14,"SL",-14.97
2020-11-15,"SL",-15.33
2020-11-16,"SL",-9.64
2020-11-17,"SL",-10.81
2020-11-18,"SL",-7.74
2020-11-19,"SL",-10.79
2020-11-20,"SL",-6.23
2020-11-21,"SL",-13.03
2020-11-22,"SL",-25.57
2020-11-23,"SL",-3.95
2020-11-24,"SL",-4.88
2020-11-25,"SL",-3.95
2020-11-26,"SL",-1.1
2020-11-27,"SL",-2.5
2020-11-28,"SL",-10.16
2020-11-29,"SL",-23.74
2020-11-30,"SL",-9.54
2020-12-01,"SL",-4.69
2020-12-02,"SL",-12.28
2020-12-03,"SL",-14.59
2020-12-04,"SL",NA
2020-12-05,"SL",NA
2020-12-06,"SL",NA
2020-12-07,"SL",NA
2020-12-08,"SL",5.34
2020-12-09,"SL",-5.03
2020-12-10,"SL",-8.51
2020-12-11,"SL",-0.9
2020-12-12,"SL",-19.35
2020-12-13,"SL",-23.92
2020-12-14,"SL",-1.48
2020-12-15,"SL",11.06
2020-12-16,"SL",-21.69
2020-12-17,"SL",-22.78
2020-12-18,"SL",-17.91
2020-12-19,"SL",-21.25
2020-12-20,"SL",-22.58
2020-12-21,"SL",-17.45
2020-12-22,"SL",-13.24
2020-12-23,"SL",-26.21
2020-12-24,"SL",-40.89
2020-12-25,"SL",-7.9
2020-12-26,"SL",-16.32
2020-12-27,"SL",-28.8
2020-12-28,"SL",-31.07
2020-12-29,"SL",-23.17
2020-12-30,"SL",-28.21
2020-12-31,"SL",-46.89
2021-01-01,"SL",-8.08
2021-01-02,"SL",-23.73
2021-01-03,"SL",-17.46
2021-01-04,"SL",-19.28
2021-01-05,"SL",-19.3
2021-01-06,"SL",-14.67
2021-01-07,"SL",-15.34
2021-01-08,"SL",-18.29
2021-01-09,"SL",-15.34
2021-01-10,"SL",-2.13
2021-01-11,"SL",-13.13
2021-01-12,"SL",-24.75
2021-01-13,"SL",-13.44
2021-01-14,"SL",-15.92
2021-01-15,"SL",-14.14
2021-01-16,"SL",-20.05
2021-01-17,"SL",-17.62
2021-01-18,"SL",-15.19
2021-01-19,"SL",-17.84
2021-01-20,"SL",-8.9
2021-01-21,"SL",-11.99
2021-01-22,"SL",-13.66
2021-01-23,"SL",-18.39
2021-01-24,"SL",-11.4
2021-01-25,"SL",-16.36
2021-01-26,"SL",-14.73
2021-01-27,"SL",-14.36
2021-01-28,"SL",-13.28
2021-01-29,"SL",-13
2021-01-30,"SL",-20.3
2021-01-31,"SL",-15.09
2021-02-01,"SL",-12.57
2021-02-02,"SL",-13.52
2021-02-03,"SL",-16.45
2021-02-04,"SL",-9.3
2021-02-05,"SL",-15.51
2021-02-06,"SL",-18.77
2021-02-07,"SL",-19.78
2021-02-08,"SL",-16.28
2021-02-09,"SL",-14.89
2021-02-10,"SL",-16.37
2021-02-11,"SL",-11.84
2021-02-12,"SL",-14.26
2021-02-13,"SL",-14.45
2021-02-14,"SL",-8.23
2021-02-15,"SL",-21.63
2021-02-16,"SL",-9.94
2021-02-17,"SL",-14.09
2021-02-18,"SL",-11.18
2021-02-19,"SL",-11.74
2021-02-20,"SL",-5.75
2021-02-21,"SL",10.35
2021-02-22,"SL",-6.96
2020-01-01,"SN",12.08
2020-01-02,"SN",-16.14
2020-01-03,"SN",-15.6
2020-01-04,"SN",-6.22
2020-01-05,"SN",-1.99
2020-01-06,"SN",0.3
2020-01-07,"SN",0.78
2020-01-08,"SN",5.22
2020-01-09,"SN",4.76
2020-01-10,"SN",6.78
2020-01-11,"SN",3.93
2020-01-12,"SN",6.07
2020-01-13,"SN",2.18
2020-01-14,"SN",1.69
2020-01-15,"SN",7.31
2020-01-16,"SN",10.61
2020-01-17,"SN",9.35
2020-01-18,"SN",8.03
2020-01-19,"SN",1.63
2020-01-20,"SN",2.87
2020-01-21,"SN",5
2020-01-22,"SN",7.16
2020-01-23,"SN",5.49
2020-01-24,"SN",6.24
2020-01-25,"SN",6.85
2020-01-26,"SN",4.45
2020-01-27,"SN",3.02
2020-01-28,"SN",2.58
2020-01-29,"SN",7.77
2020-01-30,"SN",9.15
2020-01-31,"SN",11.87
2020-02-01,"SN",5.92
2020-02-02,"SN",1.16
2020-02-03,"SN",8.17
2020-02-04,"SN",9.31
2020-02-05,"SN",7.3
2020-02-06,"SN",8.23
2020-02-07,"SN",6.89
2020-02-08,"SN",3.87
2020-02-09,"SN",-1.79
2020-02-10,"SN",-8.2
2020-02-11,"SN",-2.2
2020-02-12,"SN",-4.34
2020-02-13,"SN",-3.09
2020-02-14,"SN",-4.6
2020-02-15,"SN",1.05
2020-02-16,"SN",-1.66
2020-02-17,"SN",-2.14
2020-02-18,"SN",-0.19
2020-02-19,"SN",-4.36
2020-02-20,"SN",-2.31
2020-02-21,"SN",-3.46
2020-02-22,"SN",1.82
2020-02-23,"SN",-5.91
2020-02-24,"SN",9.06
2020-02-25,"SN",10.51
2020-02-26,"SN",6.21
2020-02-27,"SN",8.25
2020-02-28,"SN",7.4
2020-02-29,"SN",3.9
2020-03-01,"SN",1.19
2020-03-02,"SN",0.2
2020-03-03,"SN",-3.05
2020-03-04,"SN",-0.13
2020-03-05,"SN",0.42
2020-03-06,"SN",0.15
2020-03-07,"SN",-5.71
2020-03-08,"SN",3.99
2020-03-09,"SN",1.26
2020-03-10,"SN",-1.74
2020-03-11,"SN",-3.02
2020-03-12,"SN",-0.64
2020-03-13,"SN",-0.77
2020-03-14,"SN",-7.44
2020-03-15,"SN",-4.01
2020-03-16,"SN",-5.14
2020-03-17,"SN",-12.79
2020-03-18,"SN",-13.05
2020-03-19,"SN",-21.11
2020-03-20,"SN",-29.43
2020-03-21,"SN",-39.7
2020-03-22,"SN",-34.77
2020-03-23,"SN",-34.41
2020-03-24,"SN",-35.86
2020-03-25,"SN",-35.9
2020-03-26,"SN",-36.29
2020-03-27,"SN",-34.23
2020-03-28,"SN",-38.62
2020-03-29,"SN",-54.33
2020-03-30,"SN",-34.42
2020-03-31,"SN",-35.95
2020-04-01,"SN",-34.35
2020-04-02,"SN",-33.37
2020-04-03,"SN",-34.94
2020-04-04,"SN",-42.86
2020-04-05,"SN",-32.84
2020-04-06,"SN",-28.76
2020-04-07,"SN",-28.24
2020-04-08,"SN",-25.11
2020-04-09,"SN",-26.06
2020-04-10,"SN",-41.15
2020-04-11,"SN",-31.79
2020-04-12,"SN",-22.05
2020-04-13,"SN",-52.1
2020-04-14,"SN",-34.26
2020-04-15,"SN",-30.76
2020-04-16,"SN",-25.91
2020-04-17,"SN",-24.35
2020-04-18,"SN",-29.65
2020-04-19,"SN",-27.94
2020-04-20,"SN",-21.96
2020-04-21,"SN",-22.32
2020-04-22,"SN",-19.35
2020-04-23,"SN",-18.82
2020-04-24,"SN",-17.17
2020-04-25,"SN",-29.98
2020-04-26,"SN",-18.16
2020-04-27,"SN",-17.7
2020-04-28,"SN",-19.59
2020-04-29,"SN",-19.3
2020-04-30,"SN",-16.01
2020-05-01,"SN",-28.17
2020-05-02,"SN",-34.25
2020-05-03,"SN",-36.78
2020-05-04,"SN",-26.62
2020-05-05,"SN",-26.38
2020-05-06,"SN",-18.85
2020-05-07,"SN",-14.47
2020-05-08,"SN",-11.42
2020-05-09,"SN",-11.98
2020-05-10,"SN",-14.71
2020-05-11,"SN",-21.99
2020-05-12,"SN",-14.97
2020-05-13,"SN",-13.47
2020-05-14,"SN",-11.72
2020-05-15,"SN",-8.43
2020-05-16,"SN",-8.93
2020-05-17,"SN",-11.57
2020-05-18,"SN",-3.43
2020-05-19,"SN",-5.02
2020-05-20,"SN",-1.11
2020-05-21,"SN",-0.48
2020-05-22,"SN",-18.23
2020-05-23,"SN",-17.14
2020-05-24,"SN",-19.9
2020-05-25,"SN",-9.33
2020-05-26,"SN",-6.12
2020-05-27,"SN",-4.5
2020-05-28,"SN",-5.18
2020-05-29,"SN",-2.12
2020-05-30,"SN",-2.48
2020-05-31,"SN",-2.57
2020-06-01,"SN",8.99
2020-06-02,"SN",-6.27
2020-06-03,"SN",-6.63
2020-06-04,"SN",-9.67
2020-06-05,"SN",-9.64
2020-06-06,"SN",-11.12
2020-06-07,"SN",-23.1
2020-06-08,"SN",-5.2
2020-06-09,"SN",-6.38
2020-06-10,"SN",-5.83
2020-06-11,"SN",-5.12
2020-06-12,"SN",-4.54
2020-06-13,"SN",-8.88
2020-06-14,"SN",-23.4
2020-06-15,"SN",-6.18
2020-06-16,"SN",-4.53
2020-06-17,"SN",-6.16
2020-06-18,"SN",-9.52
2020-06-19,"SN",-8.31
2020-06-20,"SN",-9.01
2020-06-21,"SN",-7.16
2020-06-22,"SN",-4.74
2020-06-23,"SN",-3.23
2020-06-24,"SN",-4.27
2020-06-25,"SN",-6.44
2020-06-26,"SN",-10.2
2020-06-27,"SN",-3.71
2020-06-28,"SN",-10.83
2020-06-29,"SN",-4.67
2020-06-30,"SN",-2.72
2020-07-01,"SN",9.9
2020-07-02,"SN",6.76
2020-07-03,"SN",8.76
2020-07-04,"SN",8.74
2020-07-05,"SN",10.97
2020-07-06,"SN",6.99
2020-07-07,"SN",8.67
2020-07-08,"SN",2.71
2020-07-09,"SN",5.12
